,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,marital_new
143,28,2,3,1,-2.9,92.20100000000001,-31.4,0.851,5076.2,1,0,0,1,2
144,33,1,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,2
145,41,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
146,31,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
147,40,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
148,53,1,999,1,-3.4,92.649,-30.1,0.716,5017.5,0,1,0,0,1
149,40,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
150,82,3,3,2,-1.1,94.199,-37.5,0.877,4963.6,1,0,0,1,1
151,28,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
152,30,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
153,31,1,6,3,-1.7,94.215,-40.3,0.835,4991.6,1,0,0,1,2
154,32,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,2
155,54,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
156,31,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
157,50,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,1
158,47,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,2
159,31,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,2
160,32,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
161,46,2,999,2,-1.1,94.76700000000001,-50.8,1.048,4963.6,0,1,0,0,2
162,47,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,2
163,32,2,999,2,-1.1,94.76700000000001,-50.8,1.048,4963.6,0,1,0,0,2
164,52,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,0
165,45,3,6,1,-1.1,94.601,-49.5,1.0290000000000001,4963.6,1,0,0,1,1
166,32,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,1
167,71,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,0,0,1,0,0
168,49,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
169,46,10,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,1
170,46,1,999,0,-1.1,94.76700000000001,-50.8,1.028,4963.6,0,0,1,0,1
171,38,6,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
172,57,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
173,41,2,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,2
174,44,3,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,1
175,47,7,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
176,40,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
177,57,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
178,27,1,3,1,-1.8,93.369,-34.8,0.637,5008.7,1,0,0,1,2
179,52,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1,0,1,0,1
180,34,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,1
181,42,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
182,51,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
183,45,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
184,56,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,1
185,41,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,1
186,44,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
187,50,3,3,1,-1.8,92.89299999999999,-46.2,1.354,5099.1,1,0,0,1,1
188,54,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
189,51,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
190,30,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,2
191,42,8,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
192,41,11,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
193,47,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,2
194,35,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1
195,58,1,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1,0,0,1
196,50,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,0,1,0,0
197,41,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
198,38,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,1
199,32,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,2
200,21,1,999,1,-2.9,92.20100000000001,-31.4,0.884,5076.2,0,1,0,0,2
201,46,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
202,42,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,1
203,55,13,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
204,29,1,6,1,-1.1,94.76700000000001,-50.8,1.05,4963.6,0,0,0,1,2
205,30,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,2
206,53,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
207,35,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
208,46,4,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
209,30,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
210,43,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
211,42,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
212,32,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
213,41,1,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1,0,0,0
214,28,3,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1,0,0,1
215,24,6,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
216,43,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
217,30,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,0,1,0,2
218,55,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
219,51,1,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,0,0,1,0,1
220,22,2,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,2
221,32,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,2
222,43,3,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,1
223,39,5,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
224,52,8,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
225,38,3,999,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,1,0,0,2
226,59,4,999,0,-1.8,93.075,-47.1,1.453,5099.1,0,0,1,0,1
227,31,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
228,76,4,6,1,-3.4,92.649,-30.1,0.715,5017.5,1,0,0,1,2
229,44,3,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,2
230,30,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,1
231,32,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
232,41,3,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,1
233,33,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,0,1,0,2
234,59,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
235,28,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
236,33,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,2
237,53,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
238,41,6,999,0,-1.8,92.84299999999999,-50.0,1.778,5099.1,1,0,1,0,1
239,55,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
240,45,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
241,35,4,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,1
242,31,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
243,53,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
244,35,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,2
245,45,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,0
246,34,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,2
247,42,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1
248,36,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
249,44,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
250,50,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
251,36,1,999,0,-3.4,92.37899999999999,-29.8,0.773,5017.5,0,0,1,0,1
252,27,9,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
253,40,3,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
254,25,6,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,2
255,29,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,1
256,44,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
257,57,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
258,30,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
259,37,2,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,1
260,57,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
261,32,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,1,0,1
262,54,2,10,1,-1.1,94.76700000000001,-50.8,1.035,4963.6,1,0,0,1,1
263,58,1,999,0,1.4,93.444,-36.1,4.97,5228.1,1,0,1,0,1
264,29,5,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,2
265,60,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,1
266,27,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,2
267,30,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
268,42,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
269,48,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,1
270,35,2,999,0,1.4,93.444,-36.1,4.97,5228.1,0,0,1,0,2
271,46,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
273,30,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
274,28,4,999,1,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,2
275,34,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
276,42,1,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,1
277,30,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,2
278,27,1,999,0,-1.7,94.027,-38.3,0.9,4991.6,0,0,1,0,2
279,23,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
280,43,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
281,59,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
282,31,1,999,2,-1.7,94.027,-38.3,0.898,4991.6,0,1,0,0,2
283,43,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
284,52,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
285,26,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
286,24,6,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
287,35,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,2
288,59,4,999,1,-1.7,94.055,-39.8,0.742,4991.6,1,1,0,0,1
289,28,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
290,37,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,2
291,46,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1
292,26,3,6,2,-1.7,94.215,-40.3,0.861,4991.6,1,0,0,1,2
293,40,6,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
294,56,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
295,40,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,1
296,29,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,2
297,28,1,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1,0,0,2
298,48,7,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,2
299,28,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,2
300,33,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
301,56,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,1
302,57,4,999,0,1.4,93.444,-36.1,4.965,5228.1,1,0,1,0,1
303,24,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,2
304,39,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
305,40,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
306,54,3,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,0
307,25,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,2
308,36,3,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,1,0,0,1
309,48,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
310,32,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,2
